transaction_type,purchaseId,employeeId,department,location,purchaseDate,approvalDate,invoiceNumber,invoiceDate,paymentDate,vendorName,vendorRegistrationDate,contractDate,vendorBankAccount,vendorAddress,vendorContact,itemId,itemDescription,category,unitPrice,quantity,amountTotal,status,contractId,is_fraud,purchase_month,purchase_dayofweek,purchase_quarter,is_weekend,days_to_approval,days_purchase_to_invoice,days_invoice_to_payment,vendor_age_at_contract,log_amount,log_unitprice,amount_zscore,amount_vs_category_median,amount_consistency_ratio,employee_daily_tx,vendor_tx_count,invoice_frequency,amount_vs_employee_avg,transaction_type_enc,department_enc,location_enc,category_enc,itemDescription_enc,status_enc,employee_tx_frequency
procurement,PO27179061,EMP0012,Finance,Yogyakarta,2023-02-02,2023-02-11,INV127851,2023-02-03,2023-02-21,CV Mustofa Haryanto,2020-10-05,2021-10-27,UBPC89464574427980,"Gg. KH Amin Jasuta No. 4, Sorong, Sulawesi Selatan 11674",+62-0474-503-9959,ITEM45382,Printer,Makan & Hiburan,145000.0,3,436000.0,Approved,CTR401873,0,2,3,1,0,9,1,18,387,12.985399815906522,11.884495917930655,-0.20232785838599737,1.2316349388843535,1.0022965464447209,1,48,1,0.060543196755079055,1,0,7,3,10,0,32
procurement,PO27921000,EMP0093,Operations,Jakarta,2024-10-14,2024-10-22,INV1315302,2024-10-18,2024-10-21,PT Sihotang,2020-09-21,2021-10-02,RQTH94424184072105,"Gg. Kebonjati No. 325, Blitar, ST 90909",(0850) 309 0752,ITEM29142,Server,Transportasi,119000.0,2,238000.0,Approved,CTR77541,0,10,0,4,0,8,4,3,376,12.380030154325457,11.686887175419702,-0.21795824401946043,0.8350847891761783,0.9999957983369818,1,50,1,0.13681522889820133,1,5,2,7,13,0,35
expense,PO68653075,EMP0032,Finance,Surabaya,2024-09-29,2024-10-06,INV4825838,2024-10-02,2024-10-20,UD Tamba Adriansyah Tbk,2020-07-18,2021-05-30,IILQ00715260895275,"Gang Rawamangun No. 8, Cilegon, Kalimantan Selatan 52723",087 611 3601,ITEM971349,Konsultasi IT,Pelatihan,1484000.0,2,2969000.0,Approved,CTR857724,0,9,6,3,1,7,3,18,316,14.903736090559581,14.210252376563684,-0.002369440155886483,0.7848266495303596,1.0003365901830896,1,46,1,1.985121948936432,0,0,6,4,7,0,32
procurement,PO65580179,EMP0061,R&D,Medan,2022-04-05,2022-04-13,INV3349854,2022-04-08,2022-04-17,PD Pranowo Rajasa (Persero) Tbk,2020-07-08,2020-11-26,WRSB88723783525250,"Jalan Kapten Muslihat No. 643, Balikpapan, Bengkulu 32407",+62-40-064-1289,ITEM56405,Kamera,Transportasi,132000.0,2,263000.0,Approved,CTR409842,0,4,1,2,0,8,3,9,141,12.479913113434042,11.790564777297387,-0.21598471047988177,0.9228037796358609,0.9962083476956527,1,49,1,0.021994032731798778,1,7,4,7,5,0,33
procurement,PO17450326,EMP0054,R&D,Bali,2022-08-10,2022-08-16,INV5990195,2022-08-12,2022-08-23,PT Sihombing,2019-04-05,2019-07-31,QTAY92637318451662,"Jalan Rawamangun No. 0, Blitar, JT 30763",+62 (056) 246 3482,ITEM758725,Alat Tulis,Perjalanan Dinas,778000.0,3,2335000.0,Approved,CTR933815,0,8,2,3,0,6,2,11,117,14.663522877350568,13.564483088506746,-0.052418250719601565,1.6064660430230182,1.0004280203821678,1,54,1,1.0879126050270518,1,7,0,5,1,0,45
procurement,PO72395252,EMP0080,R&D,Bandung,2022-08-28,2022-09-05,INV8728782,2022-08-30,2022-09-11,CV Pratama (Persero) Tbk,2020-11-13,2021-07-04,NJEL13390014341964,"Jalan Sadang Serang No. 970, Kota Administrasi Jakarta Selatan, KR 51835",(059) 793 8696,ITEM944181,Security System,Pelatihan,2102000.0,2,4204000.0,Approved,CTR47650,0,8,6,3,1,8,2,12,233,15.251547248847647,14.558400306156313,0.09512311669929983,1.1112870443333216,0.9999997621313601,1,56,1,0.7725013614910521,1,7,1,4,12,0,33
procurement,PO8509899,EMP0043,Legal,Bandung,2023-05-21,2023-05-22,INV5427348,2023-05-22,2023-05-25,Perum Utama Simanjuntak (Persero) Tbk,2020-01-06,2020-06-26,KZQS40006820015524,"Gg. Sentot Alibasa No. 11, Cimahi, Kepulauan Riau 57193",085 336 4478,ITEM673583,Jasa Cleaning,Perjalanan Dinas,28488000.0,1,28488000.0,Approved,CTR234707,1,5,6,2,1,1,1,3,172,17.16499353904225,17.16499353904225,2.012134655704437,19.59957371890353,0.999999964897502,1,40,1,8.48269243500538,1,3,1,5,4,0,30
expense,PO56620401,EMP0024,IT,Jakarta,2024-11-29,2024-12-05,INV5336350,2024-11-30,2024-12-17,Perum Hutagalung (Persero) Tbk,2020-03-19,2021-04-19,TMQF81977656631556,"Jalan Yos Sudarso No. 7, Banda Aceh, Sumatera Selatan 04340",+62 (0884) 446-5497,ITEM736388,Kendaraan Operasional,Perjalanan Dinas,635000.0,2,1270000.0,Approved,CTR118530,0,11,4,4,0,6,1,17,396,14.054528245836039,13.361381852676738,-0.13649077950565291,0.873752408839072,0.9999992125990452,1,45,1,0.8307707000911231,0,2,2,5,6,0,30
procurement,PO19626543,EMP0004,HR,Semarang,2022-03-28,2022-04-03,INV9233341,2022-04-01,2022-04-06,Perum Wibowo,2020-03-09,2021-03-31,HLCG75610338115294,"Gg. W.R. Supratman No. 4, Tanjungbalai, SS 37797",+62 (0192) 433-2929,ITEM756922,Furniture Kantor,Transportasi,318000.0,1,318000.0,Approved,CTR216076,0,3,0,1,0,6,4,5,387,12.669809806411457,12.669809806411457,-0.21164293669280868,1.1157855586471626,0.9999968553558007,1,42,1,0.2301118783037295,1,1,5,7,3,0,31
procurement,PO29879376,EMP0057,R&D,Semarang,2022-03-18,2022-03-27,INV8088711,2022-03-22,2022-03-29,UD Narpati (Persero) Tbk,2021-04-12,2021-12-29,VSDF83093974747056,"Gg. Kiaracondong No. 005, Lhokseumawe, KS 15032",+62-22-375-5095,ITEM281114,Laptop,Makan & Hiburan,128000.0,2,256000.0,Approved,CTR646693,0,3,4,1,0,9,4,7,261,12.45293662970407,11.759793355371237,-0.2165372998709638,0.723161798977969,0.9999960937652588,1,44,1,0.268898453807631,1,7,5,3,8,0,32
expense,PO33513351,EMP0025,R&D,Semarang,2024-11-09,2024-11-14,INV1264385,2024-11-11,2024-11-24,CV Iswahyudi Uyainah,2019-12-30,2020-03-14,KKBT29645686951901,"Jalan Sentot Alibasa No. 9, Surabaya, MU 14463",+62-94-798-2557,ITEM805719,Kamera,Komunikasi,236000.0,2,472000.0,Approved,CTR260895,0,11,5,4,1,5,2,13,75,13.064736383209516,12.371591321286905,-0.19948597008900407,0.8628869051427694,0.9999978813604209,1,47,1,0.4909776849201917,0,7,5,1,5,0,26
procurement,PO15514188,EMP0126,R&D,Bali,2024-03-01,2024-03-06,INV8532640,2024-03-04,2024-03-18,Perum Putra Hasanah,2021-01-29,2021-05-16,WNJS86418500370373,"Jalan Rajiman No. 686, Batu, JT 93701",+62 (10) 092 7256,ITEM528537,Catering,Perjalanan Dinas,1909000.0,1,1909000.0,Approved,CTR245507,0,3,4,1,0,5,3,14,107,14.462090626542215,14.462090626542215,-0.0860472622340221,1.3133805893494397,0.9999994761658061,1,58,1,1.5647528157763806,1,7,0,5,2,0,26
expense,PO65790090,EMP0084,R&D,Yogyakarta,2024-08-16,2024-08-17,INV9746885,2024-08-17,2024-08-21,CV Januar Megantara,2020-10-31,2021-02-01,MZOW86157069038623,"Gg. Rawamangun No. 031, Probolinggo, Bali 45924",+62 (047) 196 5831,ITEM465221,Kendaraan Operasional,Komunikasi,4644000.0,1,4644000.0,Approved,CTR543736,1,8,4,3,0,1,1,4,93,15.351086837131506,15.351086837131506,0.12985730699588444,8.489929634497926,0.9999997846684356,16,42,1,2.2949718962465524,0,7,7,1,6,0,47
expense,PO31806748,EMP0086,HR,Surabaya,2022-05-26,2022-05-27,INV7364828,2022-05-28,2022-06-05,PD Haryanto Tbk,2021-09-02,2022-02-16,GZVR76640183536459,"Jl. Pasteur No. 09, Kota Administrasi Jakarta Timur, SB 93262",+62 (78) 362-7650,ITEM180250,Konsultasi IT,Lain-lain,396000.0,3,1188000.0,Approved,CTR402980,0,5,3,2,0,1,2,8,167,13.987782620655215,12.889172015485954,-0.14296396951547097,1.4296011677482938,0.9999991582498668,1,50,1,0.695397266175596,0,1,6,2,7,0,32
procurement,PO2680868,EMP0066,Marketing,Surabaya,2024-02-12,2024-02-13,INV5929503,2024-02-13,2024-02-23,Perum Putra Hasanah,2021-01-29,2021-10-24,ZSKX26210519183223,"Jl. Kiaracondong No. 2, Padang, SS 79803",+62 (078) 432 2491,ITEM181198,Furniture Kantor,Perjalanan Dinas,407000.0,3,1221000.0,Approved,CTR143113,0,2,0,1,0,1,1,10,268,14.015181572093326,12.91657092142417,-0.1403589052432271,0.8400407017263835,0.9999991809998517,1,58,1,0.437226800391463,1,4,6,5,3,0,30
procurement,PO98788293,EMP0052,R&D,Semarang,2023-03-22,2023-03-24,INV8187238,2023-03-24,2023-04-04,UD Siregar Hakim (Persero) Tbk,2021-08-25,2022-02-05,BUAQ18063953424561,"Gang Pasir Koja No. 270, Pangkalpinang, Papua Barat 08577",+62-0145-526-1372,ITEM267000,Meja Kantor,Komunikasi,164000.0,3,492000.0,Approved,CTR418441,0,3,2,1,0,2,2,11,164,13.106236027992704,12.00762780434872,-0.19790714325734113,0.8994499095979714,0.9999979674838059,1,57,1,0.7003095621887702,1,7,5,1,9,0,33
expense,PO83153548,EMP0054,IT,Yogyakarta,2024-08-09,2024-08-13,INV6121447,2024-08-13,2024-08-22,CV Saputra Habibi,2019-03-05,2019-11-30,WTSM46689518037724,"Gang Raya Setiabudhi No. 06, Kota Administrasi Jakarta Utara, Sumatera Barat 39314",+62-011-677-2587,ITEM371622,Furniture Kantor,Pelatihan,3216000.0,1,3216000.0,Approved,CTR261840,0,8,4,3,0,4,4,9,270,14.98364922022622,14.98364922022622,0.017129071215150782,0.850118728490952,0.9999996890548231,1,59,1,1.49838412752334,0,2,7,4,3,0,45
expense,PO58476069,EMP0008,Marketing,Yogyakarta,2023-06-21,2023-06-27,INV2419114,2023-06-24,2023-06-28,Perum Januar Usada (Persero) Tbk,2021-04-19,2022-01-25,MMNQ26407724729859,"Jl. Rumah Sakit No. 794, Pangkalpinang, Banten 06538",(0709) 657-6653,ITEM102506,Printer,Komunikasi,165000.0,3,496000.0,Approved,CTR291220,0,6,2,2,0,6,3,4,281,13.114333221834064,12.013706813470414,-0.19759137789100856,0.9067625104890119,1.002018177741055,2,55,1,0.23730669772492496,0,4,7,1,10,0,33
expense,PO39179483,EMP0010,Legal,Bandung,2024-10-18,2024-10-25,INV5085173,2024-10-21,2024-11-03,Perum Hutagalung (Persero) Tbk,2020-03-19,2020-07-02,QTFU28598754296136,"Jl. Ciwastra No. 8, Bandar Lampung, JB 53357",+62-062-210-7166,ITEM972996,Printer,Akomodasi,358000.0,3,1074000.0,Approved,CTR270081,0,10,4,4,0,7,3,13,105,13.88690148514921,12.788291058675025,-0.1519632824559497,0.8605762335126333,0.9999990689021705,1,45,1,0.22137630791177074,0,3,1,0,10,0,30
expense,PO10115811,EMP0092,Operations,Makassar,2023-07-26,2023-08-02,INV8974773,2023-07-30,2023-08-02,CV Puspasari (Persero) Tbk,2020-06-10,2020-08-30,PXVV20124848904373,"Jalan Bangka Raya No. 67, Payakumbuh, Sulawesi Tenggara 29171",+62 (098) 825-6544,ITEM890444,Meja Kantor,Transportasi,87000.0,3,261000.0,Approved,CTR91890,0,7,2,3,0,7,4,3,81,12.472279517715116,11.373674891823535,-0.21614259316304807,0.9157862603990863,0.9999961685970552,1,49,1,0.13719184471868925,0,5,3,7,9,0,27
procurement,PO9764459,EMP0035,IT,Surabaya,2023-04-18,2023-04-25,INV7456959,2023-04-19,2023-04-26,PT Pratiwi Widiastuti Tbk,2021-04-12,2022-04-16,GRTE79199963582230,"Jl. Lembong No. 60, Medan, AC 67221",+62 (735) 934-3369,ITEM261055,Meja Kantor,Lain-lain,687000.0,1,687000.0,Approved,CTR175990,0,4,1,2,0,7,1,7,369,13.440091026807503,13.440091026807503,-0.18251358164862752,0.8267138066019174,0.9999985443980431,1,60,1,0.3308427367360716,1,2,6,2,9,0,35
expense,PO67766587,EMP0038,Operations,Makassar,2024-04-19,2024-04-28,INV1470593,2024-04-21,2024-05-02,PT Wacana (Persero) Tbk,2021-01-14,2021-10-13,PKLH95226907313068,"Jalan Medokan Ayu No. 55, Bukittinggi, Riau 78765",+62-360-497-9615,ITEM531238,Printer,Pelatihan,1564000.0,2,3128000.0,Approved,CTR904216,0,4,4,2,0,9,2,11,272,14.955904700340382,14.262757839473378,0.01018223315583386,0.826856773233737,0.9999996803070076,1,59,1,2.7531724792899093,0,5,3,4,10,0,49
procurement,PO39632276,EMP0070,IT,Semarang,2024-09-07,2024-08-03,INV2921140,2024-09-10,2024-09-22,CV Hartati (Persero) Tbk,2020-12-01,2021-09-29,DWJY94830294023349,"Jalan H.J Maemunah No. 050, Semarang, Sumatera Selatan 28750",(097) 874 5324,ITEM815082,AC,Perlengkapan Kantor,4796000.0,1,4796000.0,Approved,CTR61249,1,9,5,3,1,-35,3,12,302,15.38329300363661,15.38329300363661,0.14185639091652275,10.2042336080136,0.9999997914929543,1,49,1,1.551139785559811,1,2,5,6,0,0,37
expense,PO26832327,EMP0144,R&D,Medan,2024-10-15,2024-10-16,INV-DUP-0018,2024-10-18,2024-11-05,Perum Riyanti,2020-03-13,2021-03-13,KHIV90858866221045,"Jl. Rajiman No. 84, Tomohon, MA 73093",+62-317-165-6352,ITEM96580,Furniture Kantor,Transportasi,1157000.0,1,1157000.0,Approved,CTR450667,1,10,1,4,0,1,3,18,365,13.961341870479675,13.961341870479675,-0.1454111511045485,4.05963487847411,0.9999991356965119,1,52,3,0.38169409349925437,0,7,4,7,3,0,27
expense,PO14018663,EMP0047,IT,Medan,2024-10-14,2024-10-23,INV4679281,2024-10-18,2024-11-03,CV Hutasoit,2020-03-26,2020-09-02,JWBA76564386715059,"Gg. Abdul Muis No. 630, Bogor, Riau 96002",+62 (062) 526-3146,ITEM517886,Security System,Pelatihan,6209000.0,1,6209000.0,Approved,CTR600865,0,10,0,4,0,9,4,16,160,15.641510571403547,15.641510571403547,0.2534005065735092,1.6412895476369158,0.9999998389434951,1,46,1,1.3910485285280585,0,2,4,4,12,0,26
expense,PO11250532,EMP0102,IT,Bandung,2023-11-09,2023-11-10,INV3848921,2023-11-12,2023-11-15,PT Purwanti Maulana (Persero) Tbk,2020-09-28,2021-06-28,CZKX34500911190217,"Jl. Cikutra Timur No. 1, Batam, Sumatera Selatan 43628",+62-40-692-7987,ITEM707739,Software License,Perlengkapan Kantor,133000.0,3,399000.0,Approved,CTR588072,0,11,3,4,0,1,3,3,273,12.896719202134523,11.798111925972618,-0.2052486880245738,0.8489343639694383,0.9999974937406172,1,56,1,0.15859940091106356,0,2,1,6,14,0,35
expense,PO79921368,EMP0096,IT,Bandung,2024-03-13,2024-03-15,INV5743620,2024-03-17,2024-03-21,UD Tamba Adriansyah Tbk,2020-07-18,2021-07-09,JVJV61590965923605,"Jl. Kiaracondong No. 593, Lhokseumawe, Sulawesi Selatan 87058",(053) 034 3941,ITEM692850,Server,Pelatihan,3685000.0,1,3685000.0,Approved,CTR155337,0,3,2,1,0,2,4,4,356,15.119781354975958,15.119781354975958,0.054152560417646635,0.9740943763958825,0.999999728629653,1,46,1,1.8434207886839475,0,2,1,4,13,0,28
expense,PO6553104,EMP0039,Procurement,Makassar,2024-09-04,2024-09-05,INV3176400,2024-09-08,2024-09-23,UD Novitasari (Persero) Tbk,2021-04-21,2021-08-14,UOZC58898518150707,"Gang Abdul Muis No. 331, Madiun, GO 79824",+62 (518) 301-6646,ITEM399824,Proyektor,Perjalanan Dinas,800000.0,3,2400000.0,Approved,CTR296905,0,9,2,3,0,1,4,15,115,14.690979711984754,13.592368256649284,-0.04728706351669702,1.6511856544990338,0.9999995833335069,1,50,1,1.3990213732669694,0,6,3,5,11,0,31
procurement,PO66019864,EMP0111,R&D,Bandung,2022-05-05,2022-05-09,INV5448063,2022-05-07,2022-05-17,PT Mardhiyah Tbk,2020-09-23,2021-08-22,DYUP56908058363648,"Jalan Kebonjati No. 472, Dumai, JA 71505",089 418 2379,ITEM701273,Software License,Perlengkapan Kantor,214000.0,2,429000.0,Approved,CTR376982,0,5,3,2,0,4,2,10,333,12.969214528909768,12.273735966890268,-0.2028804477770794,0.912764015395712,1.0023341066960123,1,52,1,0.056938276121495955,1,7,1,6,14,0,38
procurement,PO67309549,EMP0143,R&D,Yogyakarta,2022-02-17,2022-02-25,INV5012783,2022-02-18,2022-03-06,PD Pratama,2019-07-14,2020-02-14,BZGG77854711330686,"Gang Jakarta No. 113, Malang, Kalimantan Utara 83063",+62 (783) 297-3521,ITEM859443,Kendaraan Operasional,Lain-lain,344000.0,3,1031000.0,Approved,CTR982752,0,2,3,1,0,8,1,16,215,13.846040732930732,12.748399843328054,-0.155357760144025,1.2406723938960362,0.9990300396995739,1,45,1,0.21148135200103546,1,7,7,2,6,0,30
expense,PO60472047,EMP0030,Operations,Bandung,2024-03-30,2024-04-07,INV1125506,2024-04-01,2024-04-20,PT Pratiwi Widiastuti Tbk,2021-04-12,2022-02-22,SZQD04016065940925,"Gg. Moch. Toha No. 1, Meulaboh, PA 58014",082 413 7988,ITEM899860,Meja Kantor,Lain-lain,417000.0,2,834000.0,Approved,CTR474924,0,3,5,1,1,8,2,19,316,13.633989880380932,12.940843898859598,-0.17090920443590493,1.003608900590974,0.9999988009606703,1,60,1,0.4272256387733029,0,5,1,2,9,0,31
procurement,PO86321257,EMP0078,R&D,Medan,2022-07-25,2022-07-26,INV3646647,2022-07-29,2022-08-02,UD Halimah,2021-07-11,2021-10-04,GHDU52411492180661,"Jl. Cikapayang No. 75, Tanjungpinang, Bali 33875",+62 (0416) 491 9002,ITEM802489,Proyektor,Komunikasi,442000.0,1,442000.0,Approved,CTR88017,0,7,0,3,0,1,4,4,85,12.999067423500716,12.999067423500716,-0.20185421033649847,0.8080423984599663,0.9999977375616798,1,55,1,0.1918909786472736,1,7,4,1,11,0,41
procurement,PO93140497,EMP0055,Marketing,Yogyakarta,2023-06-05,2023-06-07,INV5444273,2023-06-08,2023-06-15,PT Pradipta,2019-07-02,2020-04-23,OHEA83996736155948,"Gg. Erlangga No. 6, Pekalongan, JT 72650",+62 (258) 437-0221,ITEM620703,Proyektor,Akomodasi,449000.0,3,1348000.0,Approved,CTR41669,0,6,0,2,0,2,3,7,296,14.114133312293877,13.014780393893403,-0.13033335486216746,1.0801273396415547,1.0007416475563122,1,56,1,0.19001077996371096,1,4,7,0,11,0,21
procurement,PO8492900,EMP0054,Procurement,Semarang,2024-06-04,2024-06-13,INV7841579,2024-06-05,2024-06-10,CV Puspasari (Persero) Tbk,2020-06-10,2021-04-17,AAVQ78716727929186,"Gang Ronggowarsito No. 1, Metro, SU 77139",+62 (06) 145-8121,ITEM510767,Server,Pelatihan,2406000.0,2,4812000.0,Approved,CTR80346,0,6,1,2,0,9,1,5,311,15.386623563890483,14.693476591144272,0.14311945238185309,1.272006007928626,0.9999997921862444,1,49,1,2.24198520573455,1,6,5,4,13,0,45
expense,PO64464018,EMP0004,R&D,Surabaya,2024-08-03,2024-08-10,INV6224159,2024-08-05,2024-08-22,PT Nababan Purwanti,2020-05-12,2021-02-28,BIJG35874438365543,"Jl. Rawamangun No. 349, Mataram, Sulawesi Tengah 42195",(0538) 805 7164,ITEM897873,Software License,Makan & Hiburan,102000.0,3,307000.0,Approved,CTR709514,0,8,5,3,1,7,2,17,292,12.634606283893019,11.532737896139919,-0.2125112914502233,0.8672291886181113,1.0032646952134143,1,58,1,0.22215203345674517,0,7,6,3,14,0,31
expense,PO93907412,EMP0084,Legal,Bali,2023-06-30,2023-07-05,INV4396298,2023-07-02,2023-07-20,PD Lestari Wulandari,2021-06-12,2022-07-09,ZELH97464524638812,"Gg. Sukabumi No. 68, Padang Sidempuan, NT 08091",+62 (94) 071 2091,ITEM190287,Konsultasi IT,Akomodasi,370000.0,2,740000.0,Approved,CTR518612,0,6,4,2,0,5,2,18,392,13.51440681653079,12.821260987319457,-0.17832969054472073,0.5929482428299336,0.9999986486504748,1,56,1,0.36569319621499763,0,3,0,0,7,0,47
expense,PO1901074,EMP0137,Procurement,Makassar,2022-04-22,2022-04-27,INV1762952,2022-04-24,2022-04-28,Perum Putra Hasanah,2021-01-29,2021-05-15,EZWU83541338169174,"Gg. PHH. Mustofa No. 969, Meulaboh, NB 03981",(0123) 584 9940,ITEM947930,Kendaraan Operasional,Akomodasi,994000.0,1,994000.0,Approved,CTR61766,0,4,4,2,0,5,2,4,106,13.809493491674422,13.809493491674422,-0.15827858978260145,0.7964737207742622,0.9999989939647949,1,58,1,1.0612196216732221,0,6,3,0,6,0,35
expense,PO10888772,EMP0035,IT,Yogyakarta,2023-04-09,2023-04-12,INV1224240,2023-04-10,2023-04-17,PT Anggriawan (Persero) Tbk,2020-12-01,2021-02-06,ZIBA99106141376734,"Jalan Gardujati No. 4, Denpasar, DI Yogyakarta 54695",+62-599-561-0816,ITEM389428,Laptop,Perlengkapan Kantor,324000.0,2,649000.0,Approved,CTR189596,0,4,6,2,1,3,1,7,67,13.38318953651709,12.688501881189456,-0.1855133526287871,1.3808481258550513,1.0015416642875552,2,56,1,0.31254284736784643,0,2,7,6,8,0,35
expense,PO53884433,EMP0150,IT,Medan,2022-03-18,2022-03-22,INV8671162,2022-03-20,2022-03-25,UD Nuraini Simanjuntak (Persero) Tbk,2021-02-25,2022-01-26,ZOLI23687731709310,"Jl. Laswi No. 5, Manado, Papua Barat 70816",084 264 7346,ITEM982594,Kendaraan Operasional,Komunikasi,396000.0,1,396000.0,Approved,CTR622620,0,3,4,1,0,4,2,5,335,12.889172015485954,12.889172015485954,-0.20548551204932325,0.7239474882130015,0.9999974747538516,1,48,1,0.1110445549451785,0,2,4,1,6,0,37
expense,PO99148780,EMP0018,IT,Jakarta,2024-02-21,2024-03-01,INV4955791,2024-02-25,2024-02-28,CV Nurdiyanti Mustofa,2020-06-30,2021-04-25,GAOC47743910900653,"Jl. Setiabudhi No. 11, Lhokseumawe, DKI Jakarta 26196",084 048 9890,ITEM643074,Kamera,Makan & Hiburan,194000.0,2,387000.0,Approved,CTR656091,0,2,2,1,0,9,4,3,299,12.866182555987908,12.175618592671356,-0.20619598412357157,1.0932172507987266,0.9974201097419853,1,50,1,0.06073646043421043,0,2,2,3,5,0,19
expense,PO51260784,EMP0017,Operations,Semarang,2024-10-31,2024-11-07,INV9280665,2024-11-02,2024-11-18,CV Januar Megantara,2020-10-31,2021-03-20,IYGR28746689815750,"Jl. Ahmad Yani No. 14, Palangkaraya, BT 33294",+62-805-104-7059,ITEM177756,Printer,Perjalanan Dinas,1559000.0,1,1559000.0,Approved,CTR972913,0,10,3,4,0,7,2,16,140,14.259555789476526,14.259555789476526,-0.11367673178812349,1.072582681401664,0.999999358563593,1,42,1,0.5515294006543167,0,5,5,5,10,0,38
procurement,PO39233931,EMP0098,Procurement,Semarang,2022-04-29,2022-05-03,INV1822412,2022-05-01,2022-05-17,CV Usamah (Persero) Tbk,2021-07-29,2022-05-06,ZWSR64618774014885,"Jalan Cikapayang No. 45, Solok, KR 58690",+62 (0722) 314-8831,ITEM837280,AC,Akomodasi,705000.0,2,1410000.0,Approved,CTR912629,0,4,4,2,0,4,2,16,281,14.159100971573958,13.465954500233115,-0.12543899168401237,1.1298067870137924,0.9999992907806449,1,59,1,0.6159097469444861,1,6,5,0,0,0,44
expense,PO78614735,EMP0012,Legal,Medan,2024-04-11,2024-04-17,INV4321431,2024-04-14,2024-04-21,PD Lestari Wulandari,2021-06-12,2021-10-30,QMAV46118970940068,"Gang Antapani Lama No. 7, Cimahi, Lampung 14339",+62-288-827-2662,ITEM626234,Catering,Komunikasi,237000.0,2,474000.0,Approved,CTR546836,0,4,3,2,0,6,3,7,140,13.06896471037963,12.37581963951765,-0.1993280874058378,0.8665432055882896,0.9999978902998095,1,56,1,0.06581989738969604,0,3,4,1,2,0,32
expense,PO85671562,EMP0146,IT,Medan,2023-12-20,2023-12-21,INV9312148,2023-12-22,2024-01-02,Perum Kuswandari Mandala,2021-01-28,2021-05-13,MYZZ91219286851280,"Jl. Pasteur No. 76, Pekanbaru, JI 36620",(065) 534 4015,ITEM316783,Security System,Lain-lain,408000.0,2,816000.0,Approved,CTR591746,0,12,2,4,0,1,2,11,105,13.61217085943569,12.919024904363686,-0.17233014858440157,0.981948276837212,0.9999987745113057,1,46,1,0.42118436423835054,0,2,4,2,12,0,28
procurement,PO77903818,EMP0068,Operations,Surabaya,2023-07-10,2023-07-19,INV1141264,2023-07-11,2023-07-25,UD Anggriawan Aryani,2021-08-28,2022-01-09,FVPX61957722967478,"Jalan R.E Martadinata No. 2, Pematangsiantar, Kalimantan Utara 21111",+62-0491-260-3084,ITEM941114,Kamera,Lain-lain,290000.0,3,870000.0,Approved,CTR577033,0,7,0,3,0,9,1,14,134,13.676249640055394,12.577639650232573,-0.16806731613891165,1.046930148098498,0.9999988505760338,1,42,1,0.35777676136323117,1,5,6,2,5,0,41
procurement,PO86214145,GHOST0021,Operations,Jakarta,2022-05-12,2022-05-20,INV5937092,2022-05-16,2022-05-31,Perum Rahayu (Persero) Tbk,2021-03-06,2022-01-16,BVYI35177705577823,"Jalan Veteran No. 507, Depok, Papua 10016",+62 (0825) 440 1148,ITEM32449,Alat Tulis,Komunikasi,5514000.0,1,5514000.0,Approved,CTR124932,1,5,3,2,0,8,4,15,316,15.522801051922409,15.522801051922409,0.19853627417322217,10.080420328299217,0.999999818643486,1,48,1,0.999999818643486,1,5,2,1,1,0,1
expense,PO89158877,EMP0067,Marketing,Yogyakarta,2023-01-11,2023-01-15,INV4907556,2023-01-15,2023-01-26,PD Lestari Wulandari,2021-06-12,2022-04-05,OOBO59829681159308,"Gg. Suniaraja No. 7, Semarang, SS 69746",+62-0818-083-2660,ITEM470850,Security System,Pelatihan,2670000.0,1,2670000.0,Approved,CTR303369,0,1,2,1,0,4,4,11,297,14.797589404908198,14.797589404908198,-0.02597290128924738,0.7057888697359583,0.9999996254683051,1,56,1,1.5791112286080264,0,4,7,4,12,0,34
expense,PO73042699,EMP0011,HR,Medan,2022-04-17,2022-04-21,INV2931327,2022-04-21,2022-05-06,CV Nurdiyanti Mustofa,2020-06-30,2021-06-03,IPQX57936787646807,"Gang PHH. Mustofa No. 189, Banjarmasin, MU 84490",+62 (034) 736 3719,ITEM842651,Jasa Cleaning,Makan & Hiburan,246000.0,1,246000.0,Approved,CTR751068,0,4,6,2,1,4,4,15,338,12.413090879946887,12.413090879946887,-0.21732671328679526,0.694913291205392,0.9999959349758741,1,50,1,0.0839277674088009,0,1,4,3,4,0,33
expense,PO56547583,EMP0094,R&D,Medan,2023-05-24,2023-06-02,INV3461945,2023-05-27,2023-06-02,UD Damanik,2019-03-31,2019-07-08,RVVH05548413685346,"Jl. Moch. Toha No. 8, Bandar Lampung, BB 83882",+62 (0434) 788 3208,ITEM129857,Jasa Cleaning,Perlengkapan Kantor,79000.0,3,236000.0,Approved,CTR411121,0,5,2,2,0,9,3,6,99,12.371591321286905,11.277215789596893,-0.21811612670262673,0.5021265912200187,0.9957763891291598,1,47,1,0.09370304611331379,0,7,4,6,4,0,32
